,ggroup,conm,tic,2020 Return,beta,alpha,2021 Return
124,4010,GERMAN AMERICAN BANCORP INC,GABC,-0.04397237211747535,0.8188173459137318,0.04153474379926034,0.20846129910291292
125,4010,GREENE COUNTY BANCORP INC,GCBC,-0.1128480580345997,0.6224835449636091,-0.0516680540198981,0.4673312634140198
126,4010,GUARANTY FED BANCSHARES INC,GFED,-0.27439275889262504,0.2915946749442609,-0.25421216776120603,0.8705375101814156
127,4010,GRUPO FINANCIERO GALICIA SA,GGAL,-0.4613051405776224,0.8830896948343601,-0.3678342373923057,0.18586313086639478
128,4010,GLEN BURNIE BANCORP,GLBZ,-0.0034140133492481127,0.28909691103782775,0.016457087608993354,0.20243070633513505
129,4010,GUARANTY BANCSHARES INC,GNTY,-0.05668438890603345,0.8496846878744617,0.03264740354812533,0.26406799636421524
130,4010,GREAT SOUTHERN BANCORP,GSBC,-0.18592594333765533,0.893655696342105,-0.09114583969988435,0.24499870470165552
131,4010,HANMI FINANCIAL CORP,HAFC,-0.4122246695139891,1.1777908297401636,-0.2822382633851359,1.1556187190801517
132,4010,HUNTINGTON BANCSHARES,HBAN,-0.10528912997505023,1.1431122032253789,0.020400355176613094,0.278444784231654
133,4010,HOME BANCORP INC,HBCP,-0.26271617211924925,1.0129735240227775,-0.15315176678789094,0.5289418848418211
134,4010,HOWARD BANCORP INC,HBMD,-0.3032448443637344,1.1180720253778482,-0.18065800993036724,0.8993054072338181
135,4010,HORIZON BANCORP INC,HBNC,-0.1244545427433661,1.150553447348339,0.0021569638717109096,0.3886891372318678
136,4010,HBT FINANCIAL INC,HBT,-0.1729189028241665,0.881219625897965,-0.0796797140765067,0.28700046599589685
137,4010,HOME FEDERAL BANCORP INC/LA,HFBL,-0.1670427429284312,0.07695102096836755,-0.173457980758015,0.38740820259686465
138,4010,HERITAGE FINANCIAL CORP,HFWA,-0.14094548384390396,0.9572067351549358,-0.03829096823423313,0.08787780467291043
139,4010,HINGHAM INSTN FOR SAVINGS,HIFS,0.07869850439004156,0.5207417102831742,0.12727199345208878,
140,4010,HMN FINANCIAL INC,HMNF,-0.19096892860926923,0.22312451063852293,-0.17927226302177374,0.41902019008185326
141,4010,HOMESTREET INC,HMST,0.025585798928892612,0.8827297197189615,0.11901209871493791,0.5719278147059339
142,4010,HARBORONE BANCORP INC,HONE,-0.0015452865248774324,0.7536275000048022,0.07588435791915055,0.38748415214619597
143,4010,HOPE BANCORP INC,HOPE,-0.22022232482355422,1.057471403880788,-0.10514432530988749,0.40384571367742306
144,4010,HOMETRUST BANCSHARES INC,HTBI,-0.2667375149200365,0.9197145813031802,-0.16872853572735608,0.610323559786145
145,4010,HERITAGE COMMERCE CORP,HTBK,-0.2605001196496352,1.1296392009480511,-0.13648003239314216,0.40710310642693637
146,4010,HEARTLAND FINANCIAL USA INC,HTLF,-0.16774560003875466,1.1210727642434601,-0.04478695336613345,0.28005381033597415
147,4010,HV BANCORP INC,HVBC,0.010000004487879136,0.4145355491183987,0.045413817758811134,0.27705299640914127
148,4010,HAWTHORN BANCSHARES INC,HWBK,-0.12209741750014541,0.9369069765338107,-0.021958181975567245,0.21629495962348425
149,4010,HANCOCK WHITNEY CORP,HWC,-0.19094633718860804,1.3752797540232327,-0.036489691410764996,0.5311726957463418
150,4010,INDEPENDENT BANK CORP/MI,IBCP,-0.14358321179777084,1.0823389542344362,-0.025423951302779996,0.32146864037395845
151,4010,INTL BANCSHARES CORP,IBOC,-0.09757870374268972,1.0816388417812384,0.020493807991208868,0.1834840483668703
152,4010,INDEPENDENT BK GRP INC,IBTX,0.1681958993571626,1.2315159441171883,0.3048392176584211,0.18677535671151022
153,4010,FIRST INTERNET BANCORP,INBK,0.2133485520576292,1.2215146639463368,0.3487526427745264,0.7007584638954525
154,4010,INDEPENDENT BANK CORP/MA,INDB,-0.09819196360282398,0.9203243970481392,-0.00010742403390955058,0.15436448416708126
155,4010,IF BANCORP INC,IROQ,-0.04482370079302108,0.15908197172427505,-0.04106234742949194,0.28939908119683566
156,4010,INVESTORS BANCORP INC,ISBC,-0.06501123262684998,1.031629404011775,0.04686476489050467,0.49153040955770566
157,4010,INVESTAR HOLDING CORP,ISTR,-0.30248841795049486,1.0628592883107975,-0.186742822399825,0.1233016565401132
158,4010,KENTUCKY FIRST FEDERAL BNCRP,KFFB,-0.13878471931289824,0.19285796458591106,-0.1308382875065794,0.21208287590439262
159,4010,KEARNY FINANCIAL CORP,KRNY,-0.19605445231242852,0.7868781513553139,-0.1145048228617184,0.31138500239901223
160,4010,LANDMARK BANCORP INC/KS,LARK,-0.059215621601020146,0.41928156263578675,-0.023213744525652363,0.32936681442057786
161,4010,LAKELAND BANCORP INC,LBAI,-0.23356237473834232,1.0559217865321309,-0.11867638350070184,0.5382896471343495
162,4010,LUTHER BURBANK CORP,LBC,-0.13642354828372252,0.773440132878162,-0.05653898199408432,0.48209203460213623
163,4010,LCNB CORP,LCNB,-0.19066949880143616,0.9853487151608961,-0.08452799779527864,0.4469325008713337
164,4010,LEVEL ONE BANCORP INC,LEVL,-0.19136217209389958,1.2134635440624708,-0.056955670653039775,0.9718443473059775
165,4010,LAKELAND FINANCIAL CORP,LKFN,0.12319334605388212,0.8156533947005755,0.20830842659595206,0.5112310872556546
166,4010,LIMESTONE BANCORP INC,LMST,-0.2839224763952026,0.5120495029050655,-0.23642601177082045,0.532679785921928
167,4010,LIVE OAK BANCSHARES INC,LOB,1.5180980337664494,1.0470679861224925,1.6318869780754346,0.9367138412737144
168,4010,LAKE SHORE BANCORP INC,LSBK,-0.114190277312146,0.3193594122122014,-0.09056944376103607,0.20914412844146882
169,4010,MIDDLEFIELD BANC CORP,MBCN,-0.131982201201862,0.6025389904580529,-0.0732734650327625,0.16082122608355973
170,4010,MERCHANTS BANCORP,MBIN,0.4513092489536165,0.9023019868409304,0.5471606876110556,0.7282519871607143
171,4010,MERCANTILE BANK CORP,MBWM,-0.21630351320785524,1.0513317073061892,-0.10198626444058059,0.34311089440516895
172,4010,MACATAWA BANK CORP,MCBC,-0.21557538028488035,0.8533565248872742,-0.12578862190297785,0.0928872909435677
173,4010,METROCITY BANKSHARES INC,MCBS,-0.1586775767312922,0.878500797131387,-0.06577526961749747,1.0141745464151355
174,4010,MAGYAR BANCORP INC,MGYR,-0.22258065923990142,0.13236753946019386,-0.22212940826293337,0.49703125478918153
175,4010,MALVERN BANCORP INC,MLVF,-0.3307426553488529,0.7031261872769096,-0.2595704718208043,0.02416720283593208
176,4010,MAINSTREET BANCSHARES INC,MNSB,-0.26796538665960756,0.8072476632950246,-0.18389183420659666,0.44082845746166655
177,4010,MIDWESTONE FINANCIAL GROUP,MOFG,-0.29006737059040716,1.1442779464280541,-0.16423344181669164,0.36099313902619207
178,4010,MID PENN BANCORP INC,MPB,-0.20194365422110017,1.1271924778476983,-0.07822673282992185,0.5008059270298028
